Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Rice and products","2019","kcal/cap/d","514.02"
"Food Balances (2010-)","World","Food supply (kcal)","Rice and products","2019","Kcal","1451728684.06"
"Food Balances (2010-)","World","Production","Rice and products","2020","1000 t","769158"
"Food Balances (2010-)","World","Import quantity","Rice and products","2020","1000 t","73321"
"Food Balances (2010-)","World","Stock Variation","Rice and products","2020","1000 t","16202"
"Food Balances (2010-)","World","Export quantity","Rice and products","2020","1000 t","69226"
"Food Balances (2010-)","World","Feed","Rice and products","2020","1000 t","36477"
"Food Balances (2010-)","World","Seed","Rice and products","2020","1000 t","18152"
"Food Balances (2010-)","World","Losses","Rice and products","2020","1000 t","32728"
"Food Balances (2010-)","World","Processing","Rice and products","2020","1000 t","12197"
"Food Balances (2010-)","World","Other uses (non-food)","Rice and products","2020","1000 t","20686"
"Food Balances (2010-)","World","Tourist consumption","Rice and products","2020","1000 t","1"
"Food Balances (2010-)","World","Residuals","Rice and products","2020","1000 t","-529"
"Food Balances (2010-)","World","Food","Rice and products","2020","1000 t","637340"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Rice and products","2020","kg/cap","81.57"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Rice and products","2020","kcal/cap/d","523.39"
"Food Balances (2010-)","World","Food supply (kcal)","Rice and products","2020","Kcal","1492648561.21"
"Food Balances (2010-)","World","Production","Rice and products","2021","1000 t","789049"
"Food Balances (2010-)","World","Import quantity","Rice and products","2021","1000 t","83117"
"Food Balances (2010-)","World","Stock Variation","Rice and products","2021","1000 t","12307"
"Food Balances (2010-)","World","Export quantity","Rice and products","2021","1000 t","78211"
"Food Balances (2010-)","World","Feed","Rice and products","2021","1000 t","57403"
"Food Balances (2010-)","World","Seed","Rice and products","2021","1000 t","18719"
"Food Balances (2010-)","World","Losses","Rice and products","2021","1000 t","34082"
"Food Balances (2010-)","World","Processing","Rice and products","2021","1000 t","12884"
"Food Balances (2010-)","World","Other uses (non-food)","Rice and products","2021","1000 t","24951"
"Food Balances (2010-)","World","Tourist consumption","Rice and products","2021","1000 t","1"
"Food Balances (2010-)","World","Residuals","Rice and products","2021","1000 t","1057"
"Food Balances (2010-)","World","Food","Rice and products","2021","1000 t","632551"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Rice and products","2021","kg/cap","80.26"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Rice and products","2021","kcal/cap/d","514.87"
"Food Balances (2010-)","World","Food supply (kcal)","Rice and products","2021","Kcal","1481150488.28"
"Food Balances (2010-)","World","Production","Rice and products","2022","1000 t","776721"
"Food Balances (2010-)","World","Import quantity","Rice and products","2022","1000 t","95346"
"Food Balances (2010-)","World","Stock Variation","Rice and products","2022","1000 t","970"
"Food Balances (2010-)","World","Export quantity","Rice and products","2022","1000 t","88376"
"Food Balances (2010-)","World","Feed","Rice and products","2022","1000 t","56180"
"Food Balances (2010-)","World","Seed","Rice and products","2022","1000 t","18680"
"Food Balances (2010-)","World","Losses","Rice and products","2022","1000 t","33374"
"Food Balances (2010-)","World","Processing","Rice and products","2022","1000 t","12284"
"Food Balances (2010-)","World","Other uses (non-food)","Rice and products","2022","1000 t","19489"
"Food Balances (2010-)","World","Tourist consumption","Rice and products","2022","1000 t","379"
"Food Balances (2010-)","World","Residuals","Rice and products","2022","1000 t","2228"
"Food Balances (2010-)","World","Food","Rice and products","2022","1000 t","640109"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Rice and products","2022","kg/cap","80.55"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Rice and products","2022","kcal/cap/d","516.25"
"Food Balances (2010-)","World","Food supply (kcal)","Rice and products","2022","Kcal","1497452059.98"
"Food Balances (2010-)","World","Production","Barley and products","2010","1000 t","125069"
"Food Balances (2010-)","World","Import quantity","Barley and products","2010","1000 t","33715"
"Food Balances (2010-)","World","Stock Variation","Barley and products","2010","1000 t","-12351"
"Food Balances (2010-)","World","Export quantity","Barley and products","2010","1000 t","35677"
"Food Balances (2010-)","World","Feed","Barley and products","2010","1000 t","84618"
"Food Balances (2010-)","World","Seed","Barley and products","2010","1000 t","8321"
"Food Balances (2010-)","World","Losses","Barley and products","2010","1000 t","4247"
"Food Balances (2010-)","World","Processing","Barley and products","2010","1000 t","29166"
"Food Balances (2010-)","World","Other uses (non-food)","Barley and products","2010","1000 t","1000"
"Food Balances (2010-)","World","Tourist consumption","Barley and products","2010","1000 t","3"
"Food Balances (2010-)","World","Residuals","Barley and products","2010","1000 t","945"
"Food Balances (2010-)","World","Food","Barley and products","2010","1000 t","7159"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Barley and products","2010","kg/cap","1.04"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Barley and products","2010","kcal/cap/d","6.98"
"Food Balances (2010-)","World","Food supply (kcal)","Barley and products","2010","Kcal","17613743.8"
"Food Balances (2010-)","World","Production","Barley and products","2011","1000 t","134482"
"Food Balances (2010-)","World","Import quantity","Barley and products","2011","1000 t","33282"
"Food Balances (2010-)","World","Stock Variation","Barley and products","2011","1000 t","-5061"
"Food Balances (2010-)","World","Export quantity","Barley and products","2011","1000 t","34484"
"Food Balances (2010-)","World","Feed","Barley and products","2011","1000 t","85313"
"Food Balances (2010-)","World","Seed","Barley and products","2011","1000 t","8780"
"Food Balances (2010-)","World","Losses","Barley and products","2011","1000 t","4402"
"Food Balances (2010-)","World","Processing","Barley and products","2011","1000 t","29473"
"Food Balances (2010-)","World","Other uses (non-food)","Barley and products","2011","1000 t","1449"
"Food Balances (2010-)","World","Tourist consumption","Barley and products","2011","1000 t","3"
"Food Balances (2010-)","World","Residuals","Barley and products","2011","1000 t","1819"
"Food Balances (2010-)","World","Food","Barley and products","2011","1000 t","7102"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Barley and products","2011","kg/cap","1.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Barley and products","2011","kcal/cap/d","6.83"
"Food Balances (2010-)","World","Food supply (kcal)","Barley and products","2011","Kcal","17450162.14"
"Food Balances (2010-)","World","Production","Barley and products","2012","1000 t","133896"
"Food Balances (2010-)","World","Import quantity","Barley and products","2012","1000 t","36896"
"Food Balances (2010-)","World","Stock Variation","Barley and products","2012","1000 t","-494"
"Food Balances (2010-)","World","Export quantity","Barley and products","2012","1000 t","38388"
"Food Balances (2010-)","World","Feed","Barley and products","2012","1000 t","81992"
"Food Balances (2010-)","World","Seed","Barley and products","2012","1000 t","8804"
"Food Balances (2010-)","World","Losses","Barley and products","2012","1000 t","4709"
"Food Balances (2010-)","World","Processing","Barley and products","2012","1000 t","30690"
"Food Balances (2010-)","World","Other uses (non-food)","Barley and products","2012","1000 t","1195"
"Food Balances (2010-)","World","Tourist consumption","Barley and products","2012","1000 t","3"
"Food Balances (2010-)","World","Residuals","Barley and products","2012","1000 t","-1597"
"Food Balances (2010-)","World","Food","Barley and products","2012","1000 t","7101"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Barley and products","2012","kg/cap","1"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Barley and products","2012","kcal/cap/d","6.73"
"Food Balances (2010-)","World","Food supply (kcal)","Barley and products","2012","Kcal","17498055.44"
"Food Balances (2010-)","World","Production","Barley and products","2013","1000 t","145220"
"Food Balances (2010-)","World","Import quantity","Barley and products","2013","1000 t","39126"
"Food Balances (2010-)","World","Stock Variation","Barley and products","2013","1000 t","-3178"
"Food Balances (2010-)","World","Export quantity","Barley and products","2013","1000 t","40909"
"Food Balances (2010-)","World","Feed","Barley and products","2013","1000 t","91713"
"Food Balances (2010-)","World","Seed","Barley and products","2013","1000 t","9047"
"Food Balances (2010-)","World","Losses","Barley and products","2013","1000 t","4894"
"Food Balances (2010-)","World","Processing","Barley and products","2013","1000 t","30590"
"Food Balances (2010-)","World","Other uses (non-food)","Barley and products","2013","1000 t","2361"
"Food Balances (2010-)","World","Tourist consumption","Barley and products","2013","1000 t","5"
"Food Balances (2010-)","World","Residuals","Barley and products","2013","1000 t","1352"
"Food Balances (2010-)","World","Food","Barley and products","2013","1000 t","6654"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Barley and products","2013","kg/cap","0.92"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Barley and products","2013","kcal/cap/d","6.23"
"Food Balances (2010-)","World","Food supply (kcal)","Barley and products","2013","Kcal","16389600.36"
"Food Balances (2010-)","World","Production","Barley and products","2014","1000 t","147195"
"Food Balances (2010-)","World","Import quantity","Barley and products","2014","1000 t","41511"
"Food Balances (2010-)","World","Stock Variation","Barley and products","2014","1000 t","1200"
"Food Balances (2010-)","World","Export quantity","Barley and products","2014","1000 t","43671"
"Food Balances (2010-)","World","Feed","Barley and products","2014","1000 t","87221"
"Food Balances (2010-)","World","Seed","Barley and products","2014","1000 t","9852"
"Food Balances (2010-)","World","Losses","Barley and products","2014","1000 t","4907"
"Food Balances (2010-)","World","Processing","Barley and products","2014","1000 t","31990"
"Food Balances (2010-)","World","Other uses (non-food)","Barley and products","2014","1000 t","1405"
"Food Balances (2010-)","World","Tourist consumption","Barley and products","2014","1000 t","2"
"Food Balances (2010-)","World","Residuals","Barley and products","2014","1000 t","906"
"Food Balances (2010-)","World","Food","Barley and products","2014","1000 t","7553"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Barley and products","2014","kg/cap","1.03"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Barley and products","2014","kcal/cap/d","6.92"
"Food Balances (2010-)","World","Food supply (kcal)","Barley and products","2014","Kcal","18441044.9"
"Food Balances (2010-)","World","Production","Barley and products","2015","1000 t","149521"
"Food Balances (2010-)","World","Import quantity","Barley and products","2015","1000 t","45212"
"Food Balances (2010-)","World","Stock Variation","Barley and products","2015","1000 t","5759"
"Food Balances (2010-)","World","Export quantity","Barley and products","2015","1000 t","48527"
"Food Balances (2010-)","World","Feed","Barley and products","2015","1000 t","84780"
"Food Balances (2010-)","World","Seed","Barley and products","2015","1000 t","9360"
"Food Balances (2010-)","World","Losses","Barley and products","2015","1000 t","5002"
"Food Balances (2010-)","World","Processing","Barley and products","2015","1000 t","32065"
"Food Balances (2010-)","World","Other uses (non-food)","Barley and products","2015","1000 t","1557"
"Food Balances (2010-)","World","Tourist consumption","Barley and products","2015","1000 t","2"
"Food Balances (2010-)","World","Residuals","Barley and products","2015","1000 t","-175"
